,summary,description,location,photo,recomendado,price,size,rooms,price/m2,bathrooms,Num Photos,type,region
2667,Chalet en A Carreira,,A Carreira (Miño),https://fotos3.imghs.net/nrd//1005/561/1005_104456672561_1_2020102801100150576.jpg,,198.000 €,180 m²,3,1.100 €/m²,1,18,pisos,a_coruna
2668,Chalet en calle Aldea de Guimarans,,Adran (Balcaide). Municipio de Ames,https://fotos1.imghs.net/nrd//1774/709628924.177400/1774_000168_foto_1_709628924_20180604004535.jpg,,398.000 €,252 m²,4,1.579 €/m²,3,20,pisos,a_coruna
2669,Piso en Plaza Maria Pita,,Cidade Vella-Atochas-Pescadería (A Coruña Capital),https://fotos1.imghs.net/nrd/1089/111/1089_XA194-VP1500111_2_2019092410281931250.jpg,,210.000 €,80 m²,2,2.625 €/m²,1,26,pisos,a_coruna
2670,"Casa en calle Casco Histórico, nº 551",,Cariño,https://fotos3.imghs.net/nrd//512105/98381334085.512105/512105_98381334085_16_20201027231131747.jpg,,A consultar,108 m²,4,,1,22,pisos,a_coruna
2671,"Casa unifamiliar en calle San Bartolomeu, nº 43",,Calle (Pravio). Municipio de Cambre,https://fotos4.imghs.net/nrd//4210/88429788575.421000/4210_88429788575_1_20181018144133522.jpg,,550.000 €,700 m²,6,785 €/m²,5,49,pisos,a_coruna
2672,Piso en Conxo-Castiñeiriño,,Conxo-Castiñeiriño (Santiago de Compostela),https://fotos1.imghs.net/nrd//1005/086/1005_26868533086_1_2020101511100371126.jpg,,200.000 €,80 m²,2,2.500 €/m²,1,16,pisos,a_coruna
2673,"Piso en Rúa da Coruña,  6",,Cee,https://fotos1.imghs.net/nrd/9986/590/9986_1191590_1_2020070810121731250.jpg,,91.000 €,111 m²,,820 €/m²,,34,pisos,a_coruna
2674,"Piso en Ronda de Outeiro, cerca de Calle de Barcelona",,Agra do Orzán-O Ventorillo (A Coruña Capital),https://fotos4.imghs.net/nrd//994847/7582077798.994847/994847_7582077798_1_20200929110918549.jpg,,140.000 €,85 m²,2,1.647 €/m²,2,11,pisos,a_coruna
2675,Casa en calle Souto,,Sada,https://fotos5.imghs.net/nrd//1005/275/1005_100210627275_1_2020061117063727272.jpg,,270.000 €,140 m²,3,1.928 €/m²,2,53,pisos,a_coruna
2676,Piso en Carballo (Carballo),,Carballo (Carballo),https://fotos5.imghs.net/nrd//1005/745/1005_51937311745_1_2020060612061463456.jpg,,35.000 €,80 m²,2,437 €/m²,1,15,pisos,a_coruna
2677,Casa en Camino de la Veiga,,Betanzos,https://fotos4.imghs.net/nrd/1069/230/1069_I000172-C001230_1_2020101312213231250.jpg,,195.000 €,197 m²,3,989 €/m²,2,26,pisos,a_coruna
2678,Piso en calle Ribeira Sacra,,Mesoiro-Feáns-Zapateira (A Coruña Capital),https://fotos4.imghs.net/nrd//994847/907120529.994847/994847_907120529_1_20200128180154446.jpg,,150.000 €,96 m²,3,1.562 €/m²,2,16,pisos,a_coruna
2679,Casa en Coira,,Portosin (Porto Do Son),https://fotos1.imghs.net/nrd/1068/050/1068_B.70.067.368-09050_1_2020032420474131250.jpg,,525.000 €,319 m²,7,1.645 €/m²,3,15,pisos,a_coruna
2680,Casa en calle de Rollo,,Betanzos,https://fotos4.imghs.net/nrd/1069/124/1069_I000172-C001124_1_2019050412211531250.jpg,,140.000 €,290 m²,5,482 €/m²,2,15,pisos,a_coruna
2681,"Casa en calle Solar Edificable, nº 69",,Cariño,https://fotos4.imghs.net/nrd/1097/994/1097_0_foto_20160908200925160_945856908963994.jpg,,34.900 €,82 m²,3,425 €/m²,1,22,pisos,a_coruna
2682,"Piso en Avenida de los Mugardos, 55",,Ares,https://fotos3.imghs.net/nrd/9986/595/9986_559595_1_2019070508411331250.jpg,,51.000 €,63 m²,2,809 €/m²,1,52,pisos,a_coruna
2683,Piso en Avenida de la Peregrina,,Bertamiráns (Ames),https://fotos3.imghs.net/nrd//1774/5837064477.177400/1774_5837064477_3_20200717200827127.jpg,,66.000 €,51 m²,2,1.294 €/m²,1,6,pisos,a_coruna
2684,Piso en Eirís-As Xubias-Pasaxe,,Eirís-As Xubias-Pasaxe (A Coruña Capital),https://fotos5.imghs.net/nrd//1005/394/1005_59977835394_1_2019111218110238131.jpg,,218.000 €,100 m²,3,2.180 €/m²,2,7,pisos,a_coruna
2685,"Piso en calle Insabela,  17-19",,Aguiño (Ribeira),https://fotos2.imghs.net/nrd/9986/158/9986_1249158_1_2020110612095331250.jpg,,66.000 €,85 m²,2,779 €/m²,1,29,pisos,a_coruna
2686,"Casa pareada en Grupo Núcleo Rural, nº 510",,A Pedra (Santa María). Municipio de Cariño,https://fotos3.imghs.net/nrd/1097/014/1097_0_foto_20180411190902676_945856909453014.jpg,,44.000 €,170 m²,4,258 €/m²,2,44,pisos,a_coruna
2687,Apartamento en Avenida del Ejército,,Os Castros-Castrillón-Monelos (A Coruña Capital),https://fotos2.imghs.net/nrd/1001/422/1001_PX76147_-_672-38937422_1_2020062301071831250.jpg,,259.900 €,156 m²,5,1.666 €/m²,2,24,pisos,a_coruna
2688,"Casa pareada en Camino Playa, nº 388",,Ortigueira,https://fotos5.imghs.net/nrd/1001/622/1001_PX935_-_VC_0388-28364622_1_2016010810044831250.jpg,,35.000 €,140 m²,3,250 €/m²,1,14,pisos,a_coruna
2689,"Casa unifamiliar en calle ""  Buen Precio  "", nº 479",,Cariño,https://fotos4.imghs.net/nrd/1097/802/1097_0_foto_20170331214600891_945856909141802.jpg,,29.900 €,159 m²,4,188 €/m²,2,30,pisos,a_coruna
2690,Casa en Campanario,,Portosin (Porto Do Son),https://fotos2.imghs.net/nrd/1068/076/1068_B.70.067.368-09076_1_2019081420471131250.jpg,,160.000 €,175 m²,5,914 €/m²,2,15,pisos,a_coruna
2691,Chalet en Sada,,Sada,https://fotos4.imghs.net/nrd//1005/561/1005_94366812561_1_2020102017103161232.jpg,,298.000 €,215 m²,5,1.386 €/m²,3,17,pisos,a_coruna
2692,Apartamento en Arteijo,,Arteixo,https://fotos1.imghs.net/nrd//1005/357/1005_2057357_1_2019102010100069109.jpeg,,99.000 €,100 m²,2,990 €/m²,2,13,pisos,a_coruna
2693,Piso en Avenida de Rubine,,Ensanche (A Coruña Capital),https://fotos3.imghs.net/nrd//1018/188/1018_18177188_2_2019081613085911619.jpg,,590.000 €,300 m²,6,1.966 €/m²,5,17,pisos,a_coruna
2694,"Piso en calle de Hàbitat,  1",,Perillo (Oleiros),https://fotos1.imghs.net/nrd//1097/456/a080f48f-a88b-4b4d-8bc2-90f85b2a7708_20191018132105483.jpg,,310.000 €,110 m²,3,2.828 €/m²,2,7,pisos,a_coruna
2695,Dúplex en Noia,,Noia,https://fotos5.imghs.net/nrd/1068/080/1068_B.70.067.368-03080_1_2020073110511031250.jpg,,75.000 €,3,3,,2,10,pisos,a_coruna
2696,Piso en Viviendas de Marina,,Alto del Castaño (Narón),https://fotos1.imghs.net/nrd//4210/109990450.421000/4210_001805_foto_1_109990450_20150831121943.jpg,,62.000 €,68 m²,3,911 €/m²,1,10,pisos,a_coruna
2697,Casa en Carballo (Carballo),,Carballo (Carballo),https://fotos5.imghs.net/nrd//1005/676/1005_105652347676_1_2020100611102279234.jpg,,149.000 €,210 m²,3,709 €/m²,1,29,pisos,a_coruna
2698,Apartamento en Agra do Orzán-O Ventorillo,,Agra do Orzán-O Ventorillo (A Coruña Capital),https://fotos2.imghs.net/nrd//1005/394/1005_93140355394_1_2020092812092579474.jpg,,120.000 €,64 m²,1,1.875 €/m²,1,12,pisos,a_coruna
2699,"Casa en Avenida Arenal, 36",,Cabanas (Pontedeume),https://fotos4.imghs.net/nrd/1093/914/1093_EP418-914_1_2019091616461531250.jpg,,693.000 €,456 m²,14,1.519 €/m²,6,27,pisos,a_coruna
2700,Casa en calle Areeiros,,Ribeira (Santa Uxia),https://fotos3.imghs.net/nrd/1001/585/1001_PX987_-_412057-03707-91066585_1_2020092201055931250.jpg,,350.000 €,285 m²,5,1.228 €/m²,3,40,pisos,a_coruna
2701,Apartamento en calle de la Merced,,Catro Camiños-A Gaiteira (A Coruña Capital),https://fotos1.imghs.net/nrd/1001/348/1001_PX76147_-_210-33251348_1_2019111901075131250.jpg,,200.000 €,89 m²,3,2.247 €/m²,2,16,pisos,a_coruna
2702,summary,description,location,photo,recomendado,price,size,rooms,price/m2,bathrooms,Num Photos,type,region
2703,Piso en Avenida de los Huetos,"Amplio piso en Avenida de los Huetos, a la altura de Asteguieta.87 m2 distribuidos en dos dormitorios, un ba...",Zona Rural Noroeste (Vitoria - Gasteiz),https://fotos2.imghs.net/nrd//511613/4179361348.511613/511613_4179361348_9_20200507180350888.jpg,Recomendado,155.000 €,100 m²,2,1.550 €/m²,1,16,pisos,alava_araba
2704,"Piso en calle de Manuel Iradier, cerca de Calle de la Florida","Una vivienda para entrar a vivir en pleno centro de la ciudad.115 m2 disitribuidos en tres dormitorios, saló...",Centro (Vitoria - Gasteiz),https://fotos4.imghs.net/nrd//511613/5008786570.511613/511613_5008786570_4_20200611175429476.jpg,Recomendado,255.000 €,133 m²,3,1.917 €/m²,1,10,pisos,alava_araba
2705,"Piso en calle de Manuel Iradier, cerca de Calle de la Rioja",Amplia vivienda en la calle Manuel Iradier de Vitoria en pleno centro de la ciudad muy cerca de la zona universi...,Centro (Vitoria - Gasteiz),https://fotos4.imghs.net/nrd//1005/075/1005_96545793075_2_2020101911101406203.jpg,Recomendado,275.000 €,150 m²,4,1.833 €/m²,2,22,pisos,alava_araba
2706,Ático en calle de Iturgana,"Bonita vivienda tipo duplex para entrar a vivir en la zona de Gamarra. 
 
 La vivienda tiene una superficie útil...",Zona Rural Noroeste (Vitoria - Gasteiz),https://fotos3.imghs.net/nrd//1005/075/1005_75098253075_1_2020072017074879755.jpg,Recomendado,255.000 €,100 m²,3,2.550 €/m²,2,35,pisos,alava_araba
2707,"Piso en calle de Ruperto Urquijo, nº 14","Zona lamuza, muy próximo al centro, piso exterior, sin barreras arquitectónicas, para entrar a vivir, con todo t...",Llodio - Laudio,https://fotos1.imghs.net/nrd//514169/96709345016.514169/514169_96709345016_1_20190819181021813.jpg,Recomendado,166.000 €,78 m²,3,2.128 €/m²,1,19,pisos,alava_araba
2708,Piso en calle de Ruperto Urquijo,"Oportunidad !!! Para entrar a vivir !!! A 300m del ayuntamiento, junto al colegio de lamuza. Precioso y amplio a...",Llodio - Laudio,https://fotos1.imghs.net/nrd//514169/89180691581.514169/514169_89180691581_5_20191028185419099.jpg,Recomendado,179.000 €,78 m²,2,2.294 €/m²,1,17,pisos,alava_araba
2709,Piso en calle de Francisco Javier Landáburu,"Lakua-arriaga - atico duplex de 87 m² distribuidos en 2 dormitorios, salón, cocina y 2 baños. Dispone de armario...",Lakua-Arriaga (Vitoria - Gasteiz),https://fotos4.imghs.net/nrd/1056/376/1056_BM5-2376_3_2018102415534531250.jpg,Recomendado,184.000 €,2,2,,2,9,pisos,alava_araba
2710,"Piso en Paseo de la Zumaquera, cerca de Calle de Herminio Madinaveitia","Un piso en la zona de las universidades, junto al Centro Cívico de Hegoalde.55 m2 distribuidos en tres dormi...",San Cristóbal-Adurtza (Vitoria - Gasteiz),https://fotos3.imghs.net/nrd//511613/8413540332.511613/511613_8413540332_2_20201016114549187.jpg,Oportunidad,130.000 €,63 m²,3,2.063 €/m²,1,11,pisos,alava_araba
2711,Piso en calle Portal de Villarreal,"Si estás buscando piso casi en el centro, valora esta opción cerca de Plaza Bilbao.80 m2 distribuidos en tre...",Arana-El Anglo-Santiago (Vitoria - Gasteiz),https://fotos5.imghs.net/nrd//511613/7541013501.511613/511613_7541013501_8_20200902184530043.jpg,Oportunidad,148.000 €,92 m²,3,1.608 €/m²,1,14,pisos,alava_araba
2712,Casa en Alegría - Dulantzi,- EXCLUSIVA - A unos 10 minutos de Vitoria localizamos esta estupenda oportunidad de vivir en una casa rústi...,Alegría - Dulantzi,https://fotos4.imghs.net/nrd//511613/3402032821.511613/511613_3402032821_2_20200427121940127.jpg,Oportunidad,130.000 €,630 m²,4,206 €/m²,2,17,pisos,alava_araba
2713,Piso en El Pilar,"Exclusiva: con visita virtual, planos 2d/3d y home staging virtual.En la tranquila zona de el pilar, rodeada...",El Pilar (Vitoria - Gasteiz),https://fotos3.imghs.net/nrd/1022/276/1022_IN131-2276_1_2020031320023931250.jpg,Oportunidad,175.000 €,75 m²,3,2.333 €/m²,1,30,pisos,alava_araba
2714,Piso en Sofia Erreginaren Hiribidea,"VPO AVENIDA REINA SOFÍA. Apartamento bien resuelto, funcional y con espacios generosos que te permitirán disfrut...",Mariturri (Vitoria - Gasteiz),https://fotos3.imghs.net/nrd//994375/5073666488.994375/994375_5073666488_4_20200629114327564.jpg,Exclusivo,137.000 €,80 m²,2,1.712 €/m²,1,14,pisos,alava_araba
2715,Casa en calle Maliz,"OBRA NUEVA, última vivienda en pareado en el pueblo de Armentia. Completamente personalizable, adaptándose  el p...",Mendizorrotza (Vitoria - Gasteiz),https://fotos5.imghs.net/nrd/1060/585/1060_NI273-585_1_2020102506263631250.jpg,Personaliza tu vivienda,650.000 €,239 m²,4,2.719 €/m²,3,15,pisos,alava_araba
2716,Piso en Sansomendi,"¡Con visita virtual! La encontraras en nuestra pagina (Yainmo inmobiliaria) con referencia 2679.

En una buena u...",Sansomendi (Vitoria - Gasteiz),https://fotos5.imghs.net/nrd/1022/679/1022_IN131-2679_1_2020032720025131250.jpg,Oportunidad,140.000 €,87 m²,3,1.609 €/m²,1,14,pisos,alava_araba
2717,Piso en Senda de Valentín de Foronda,"Si estás buscando un piso acogedor, con buena entrada de luz y garaje acceso directo, ¡esta es tu oportunidad!...",Sansomendi (Vitoria - Gasteiz),https://fotos5.imghs.net/nrd//511613/8355724769.511613/511613_8355724769_4_20201001191800031.jpg,Oportunidad,153.000 €,80 m²,3,1.912 €/m²,1,14,pisos,alava_araba
2718,Casa adosada en Barrio Zubito,"En las cercanías de Llodio(12km) y Amurrio (5Km.) en una urbanización donde olvidar el estrés, ruido y preocupac...",Respaldiza   Arespalditza (Ayala - Aiara),https://fotos4.imghs.net/nrd//514169/8368799527.514169/514169_8368799527_2_20201014174616972.jpg,Oportunidad,295.000 €,185 m²,3,1.594 €/m²,3,28,pisos,alava_araba
2719,Piso en calle de Vicente Aleixandre,"- EXCLUSIVA -Una vivienda con buenísima entrada de luz y altura en Santa Lucía, muy cerca del centro.¿Qu...",Desemparados-Judimendi-Santa Lucía (Vitoria - Gasteiz),https://fotos1.imghs.net/nrd//511613/8378257056.511613/511613_8378257056_4_20201029183313876.jpg,Exclusivo,155.000 €,90 m²,3,1.722 €/m²,1,16,pisos,alava_araba
2720,Piso en calle de la Diputación Foral de Álava,"Se vende piso en calle Diputación junto a la Plaza de la Virgen Blanca.Tiene 94,30 m2, distribuidos en salón c...",Centro (Vitoria - Gasteiz),https://fotos2.imghs.net/nrd//520268/7540502365.520268/520268_7540502365_7_20200909114735136.jpg,Céntrico,295.000 €,94 m²,2,3.138 €/m²,2,13,pisos,alava_araba
2721,Piso en Coronación,"¡Con visita virtual! La encontraras en nuestra pagina (Yainmo inmobiliaria) con referencia 2645.

Descubre esta ...",Coronación (Vitoria - Gasteiz),https://fotos4.imghs.net/nrd/1022/645/1022_IN131-2645_1_2020040820022331250.jpg,Oportunidad,188.000 €,91 m²,3,2.065 €/m²,1,30,pisos,alava_araba
2722,Piso en Cantón de Santa Ana,Hazte la casa de tus sueños en pleno Casco Antiguo. Vivienda con muchas posibilidades para hacer una interesante...,Casco Viejo (Vitoria - Gasteiz),https://fotos4.imghs.net/nrd/1060/727/1060_NI273-727_1_2020071406291231250.jpg,Oportunidad,78.000 €,43 m²,,1.813 €/m²,,6,pisos,alava_araba
2723,Piso en Arana,"¡Con visita virtual! La encontraras en nuestra pagina (Yainmo inmobiliaria) con referencia 2642.

En la zona de ...",Arana-El Anglo-Santiago (Vitoria - Gasteiz),https://fotos3.imghs.net/nrd/1022/642/1022_IN131-2642_1_2020040820022331250.jpg,Oportunidad,170.000 €,101 m²,4,1.683 €/m²,1,16,pisos,alava_araba
2724,"Casa en Camino de Berrikano, nº 1","Se vende casa con jardín en Berrikano, a pocos kilometros de Vitoria. En una parcela de 1.500 metros cuadrados s...",Berricano (Zigoitia),https://fotos5.imghs.net/nrd/1060/608/1060_NI273-608_1_2019071206244531250.jpg,Oportunidad,450.000 €,280 m²,5,1.607 €/m²,2,18,pisos,alava_araba
2725,Piso en calle de Guatemala,"zona el pilar, vivienda totalmente reformada , todo exterior, plaza de garaje incluida, dos dormitorios, salón, ...",El Pilar (Vitoria - Gasteiz),https://fotos2.imghs.net/nrd//510844/9227950495.510844/510844_9227950495_1_20201106182403872.jpg,Oportunidad,170.000 €,72 m²,2,2.361 €/m²,1,7,pisos,alava_araba
2726,"Piso en calle Correría, cerca de Calle Zapatería","junto al restaurante el portalon y la plaza de las burullerias, 1 dormitorio, salon, cocina, baño, calefaccion g...",Casco Viejo (Vitoria - Gasteiz),https://fotos1.imghs.net/nrd//510844/8355514095.510844/510844_8355514095_1_20201007183339911.jpg,Exclusivo,125.000 €,47 m²,1,2.659 €/m²,1,9,pisos,alava_araba
2727,Piso en calle del Monseñor Estenaga,Se Vende precioso piso recientemente reformado junto al Instituto Jesús Obrero. La vivienda esta distribuida en ...,Arana-El Anglo-Santiago (Vitoria - Gasteiz),https://fotos1.imghs.net/nrd/1060/719/1060_NI273-719_1_2020060111482031250.jpg,Rehabilitado,299.000 €,90 m²,3,3.322 €/m²,2,34,pisos,alava_araba
2728,Piso en Sofia Erreginaren Hiribidea,Magnífica vivienda de VPO EN PLENA PROPIEDAD (suelo incluido en el precio) para entrar a vivir en la zona de Zab...,Mariturri (Vitoria - Gasteiz),https://fotos3.imghs.net/nrd//1005/075/1005_98587103075_1_2020051116053116803.jpg,Vivenda VPO,174.000 €,108 m²,3,1.611 €/m²,2,13,pisos,alava_araba
2729,Piso en calle de Oyón,Estupenda vivienda de VPO EN PLENA PROPIEDAD (suelo incluido en el precio) para entrar a vivir en la zona de Zab...,Mariturri (Vitoria - Gasteiz),https://fotos3.imghs.net/nrd//1005/075/1005_95931433075_1_2020022911025600608.jpg,Vivenda VPO,178.000 €,100 m²,3,1.780 €/m²,2,12,pisos,alava_araba
2730,Piso en calle de Extremadura,"Interesante vivienda para reformar en la zona de Arana, en la calle Extremadura de Vitoria-Gasteiz.
 
 La vivien...",Arana-El Anglo-Santiago (Vitoria - Gasteiz),https://fotos2.imghs.net/nrd//1005/075/1005_85418043075_1_2019091210095455509.jpg,Oportunidad,170.000 €,101 m²,4,1.683 €/m²,1,29,pisos,alava_araba
2731,Piso en calle de Ceferino de Urien,"ALI - Piso de 70 m2 distribuidos en 3 dormitorios, salón, cocina y baño. Dispone de una amplia terraza cerrada, ...",Ali-Gobeo (Vitoria - Gasteiz),https://fotos5.imghs.net/nrd/1056/012/1056_BM5-3012_1_2020102917055031250.jpg,Exclusivo,95.000 €,3,3,,1,17,pisos,alava_araba
2732,"Piso en calle Correría, cerca de Calle Zapatería","Casco medieval - piso de 62 m² utiles distribuidos en 2 dormitorios, salón, cocina y baño. Dispone de 2 despensa...",Casco Viejo (Vitoria - Gasteiz),https://fotos1.imghs.net/nrd/1056/014/1056_BM5-3014_1_2020110216523631250.jpg,Exclusivo,127.000 €,62 m²,2,2.048 €/m²,1,11,pisos,alava_araba
2733,Piso en calle Gabriel Martínez de Aragón Urbiztondo,"Estupenda vivienda de VPO EN PLENA PROPIEDAD (suelo incluido en el precio), para entrar a vivir, en la zona de S...",Salburua (Vitoria - Gasteiz),https://fotos3.imghs.net/nrd//1005/075/1005_101836683075_1_2020070712074351612.jpg,Vivenda VPO,170.000 €,95 m²,3,1.789 €/m²,2,26,pisos,alava_araba
2734,Piso en calle de Guatemala,"Vivienda en buen estado situada en la zona de El Pilar, en la calle Guatemala de Vitoria-Gasteiz.
 
 La vivienda...",El Pilar (Vitoria - Gasteiz),https://fotos1.imghs.net/nrd//1005/075/1005_104214793075_1_2020090214093286318.jpg,Oportunidad,155.000 €,80 m²,3,1.937 €/m²,1,27,pisos,alava_araba
2735,Piso en calle de Heraclio Fournier,"Vivienda reformada en la zona de Adurtza en la calle Heraclio Fournier de Vitoria-Gasteiz.
 
 La vivienda tiene ...",San Cristóbal-Adurtza (Vitoria - Gasteiz),https://fotos5.imghs.net/nrd//1005/075/1005_91840813075_1_2019122720123560944.jpg,Oportunidad,150.000 €,63 m²,3,2.380 €/m²,1,10,pisos,alava_araba
2736,Piso en calle de la Fundadora de las Siervas de Jesús,"Bonita vivienda en buen estado en la zona del Ensanche, en la calle Siervas de Jesús de Vitoria-Gasteiz.
 
 La v...",Casco Viejo (Vitoria - Gasteiz),https://fotos4.imghs.net/nrd//1005/075/1005_99750673075_1_2020060310062648933.jpg,Oportunidad,145.000 €,66 m²,2,2.196 €/m²,1,21,pisos,alava_araba
2737,Piso en Avenida de los Huetos,"Bonita vivienda para entrar a vivir ubicada en la zona de Sansomendi, en la avenida de Los Huetos de Vitoria-Gas...",Sansomendi (Vitoria - Gasteiz),https://fotos2.imghs.net/nrd//1005/075/1005_101729793075_1_2020070317073766951.jpg,Oportunidad,179.500 €,92 m²,3,1.951 €/m²,2,28,pisos,alava_araba
2738,Piso en calle de Simón de Anda,"Bonita vivienda para entrar a vivir situada en la zona de El Pilar, en la calle Simón de Anda de Vitoria-Gasteiz...",El Pilar (Vitoria - Gasteiz),https://fotos3.imghs.net/nrd//1005/075/1005_104610653075_1_2020091119090687597.jpg,Oportunidad,165.000 €,105 m²,3,1.571 €/m²,1,26,pisos,alava_araba
2739,Piso en Antonio Amat Maiz Kalea,"Bonita vivienda de VPO EN DERECHO DE SUPERFICIE, para entrar a vivir, en la zona de Salburua, en la calle Antoni...",Salburua (Vitoria - Gasteiz),https://fotos5.imghs.net/nrd//1005/075/1005_104420893075_1_2020090809091414486.jpg,Vivenda VPO,165.000 €,101 m²,3,1.633 €/m²,2,25,pisos,alava_araba
2740,Piso en calle de Clara Campoamor,"Bonita vivienda de VPO EN PLENA PROPIEDAD para entrar a vivir en la zona de Zabalgana, en la calle Clara Campoam...",Zabalgana (Vitoria - Gasteiz),https://fotos1.imghs.net/nrd//1005/075/1005_72433953075_1_2020100521102193249.jpg,Vivenda VPO,159.000 €,90 m²,3,1.766 €/m²,2,40,pisos,alava_araba
2741,"Piso en Avenida de la Ilustración, cerca de Unescoren Ibilbidea","Magnífica vivienda para entrar a vivir situada en la zona de Zabalgana, en la calle Avenida de la Ilustración de...",Zabalgana (Vitoria - Gasteiz),https://fotos2.imghs.net/nrd//1005/075/1005_103012733075_1_2020073009071155611.jpg,Oportunidad,360.000 €,103 m²,3,3.495 €/m²,2,38,pisos,alava_araba
2742,Piso en calle de Galicia,"ARANA - Piso de 71 m2  distribuidos en 3 dormitorios, salón, cocina y baño. Dispone de 2 terrazas, tendedero y t...",Arana-El Anglo-Santiago (Vitoria - Gasteiz),https://fotos2.imghs.net/nrd/1056/924/1056_BM5-2924_6_2020070716502031250.jpg,Exclusivo,179.000 €,3,3,,1,6,pisos,alava_araba
